#species
time s6 s7 s8 s9 s10 s5
0.0 0.5 0.5 0.5 0.0 0.0 0.1 
0.4 0.2246641768557897 0.3533142609653849 0.5648907436714814 0.21946290693523868 0.13766791157210514 0.1 
0.8 0.10094773579143679 0.25463875084142445 0.5086231037363558 0.4362642775265012 0.1995261321042817 0.1 
1.2 0.04535912992142132 0.1859129398832666 0.4192410802913843 0.6221664148646383 0.2273204350392894 0.1 
1.6 0.020381340882985845 0.13686608503928827 0.3310353833959205 0.7719078611232981 0.23980932955850712 0.1 
2.0 0.00915797053347758 0.1012882393826926 0.2554213368712697 0.8887114384792987 0.24542101473326125 0.1 
2.4 0.004114975991696342 0.07520620414870678 0.19451646126655428 0.9782198465888906 0.2479425120041519 0.1 
2.8 0.0018489901987264715 0.05595613293875044 0.14700526123666113 1.046114110725225 0.24907550490063685 0.1 
3.2 8.308091851816035E-4 0.04168777104951686 0.11059311924027745 1.0973037051176147 0.24958459540740924 0.1 
3.6 3.7330851274025394E-4 0.03108345847355784 0.0829708156179682 1.1357590716521035 0.24981334574362993 0.1 
4.0 1.6773919928483102E-4 0.023188902813964535 0.06214271578365079 1.164584511802742 0.24991613040035768 0.1 
4.4 7.537048530796544E-5 0.017305335974583624 0.046494641251969025 1.1861623375368426 0.24996231476339528 0.1 
4.8 3.5011064618327576E-5 0.012917471441970727 0.03476434722883914 1.202301287579984 0.24998310625079317 0.1 
5.2 0.051229333203198626 0.009654287548143067 0.028517797830938614 1.2144768822144054 0.2526489675934861 0.1 
5.6 0.29431384226126006 0.008194545265603375 0.08419626165939072 1.2346143324808558 0.32700513940584797 0.1 
6.0 0.39421647841605617 0.009837540991614891 0.1738559416883621 1.28612268575552 0.4698161684354952 0.1 
6.4 0.19378073976942356 0.013198883610845442 0.20803260770383605 1.3658259952318874 0.5870574865465673 0.1 
6.8 0.08707155846101615 0.015302104037241433 0.1805930593376681 1.4445173223894887 0.6404124857643966 0.1 
7.2 0.03912367431862284 0.015503102632880982 0.14017798978917861 1.5087052321050924 0.6643863245271506 0.1 
7.6 0.017579569790860738 0.01435057317159818 0.1035871493520474 1.5572206547389418 0.6751583772625863 0.1 
8.0 0.007906573817698175 0.012507284191038541 0.07485224666893273 1.5926396115334773 0.6799991423934476 0.1 
8.4 0.010756589785646024 0.010461571492149283 0.053987801090183994 1.6181265356248207 0.682575908207153 0.1 
8.8 0.22484965437985355 0.008917929848146062 0.07431397678284396 1.6409710251346799 0.7242029317656693 0.1 
9.2 0.3622301552846262 0.009736250509201285 0.152083889994155 1.6855193674639226 0.8473395079672789 0.1 
9.6 0.19087381663793299 0.012481123287364547 0.1911578335373169 1.7572622339074175 0.9609011907320985 0.1 
10.0 0.08577024796998858 0.01435894577920576 0.1688184069821868 1.8302801932735488 1.0134575460349404 0.1 
10.4 0.03853888076544949 0.014549524414045324 0.13200221259544734 1.8905213812787034 1.0370731182881952 0.1 
10.8 0.017317338386058204 0.013488143493134399 0.09790058513383171 1.9362953960083962 1.0476841246353614 0.1 
11.2 0.007865522375224594 0.011773556767986137 0.07088086118215506 1.9698034993789997 1.0524579173291397 0.1 
11.6 0.0499761087836064 0.009877185232597481 0.05388503597737388 1.994126691028194 1.0578889122381656 0.1 
12.0 0.2820068439922855 0.008940278364470011 0.09653145673088535 2.0216773783394912 1.1271491134348477 0.1 
12.4 0.3168217894036465 0.010569248516931999 0.173525952778786 2.0761461309278997 1.26024133222362 0.1 
12.8 0.14433542631177748 0.013205064831227905 0.18502699702058287 2.1502749823897434 1.348507044241556 0.1 
13.2 0.06485444229928773 0.014469775729725218 0.15492930062514804 2.218848774147455 1.38824785050233 0.1 
13.6 0.029141132955066693 0.014160989936317264 0.11847542809025827 2.273468132289273 1.4061045503158507 0.1 
14.0 0.013097421166262805 0.012825389816860513 0.08697714374575902 2.3143258919577634 1.414128425520385 0.1 
14.4 0.006976461184115495 0.011018602025634393 0.06275621860788527 2.3440272562210094 1.4178020768545307 0.1 
14.8 0.15063227069930246 0.00926921511451242 0.06152542797453275 2.3669168787932455 1.4377115218822907 0.1 
15.2 0.3373990084381832 0.00928422496278364 0.12774271375322127 2.403274058467825 1.5403009971838313 0.1 
15.6 0.23316694338003635 0.01167994606607334 0.18670328916858606 2.468671575196977 1.6670548104316372 0.1 
16.0 0.10481179364543965 0.01389748800343692 0.17490792665598145 2.5424705647231716 1.7312759793825903 0.1 
16.4 0.04709483354641634 0.014486897365597242 0.13996576429009025 2.605681581208946 1.760134242864634 0.1 
16.8 0.02116143943103095 0.013695521799218967 0.10491125072329963 2.6544943608243656 1.7731011333468842 0.1 
17.2 0.009537329877055328 0.012116301074349866 0.07631802856414835 2.6904954312530522 1.7789297608915497 0.1 
17.6 0.020168632268920433 0.010246825455258922 0.05573007596232778 2.7165553868123333 1.7825322882299175 0.1 
18.0 0.24478629831069135 0.008952511223815018 0.08284579102616425 2.7414661095574835 1.8332644118074604 0.1 
18.4 0.3492955568688168 0.010068667836734381 0.16056860922131955 2.7897629956706913 1.9604002727287428 0.1 
18.8 0.1682338797550281 0.012749418436710519 0.18736706871098002 2.8622299590689635 2.0623464462166514 0.1 
19.2 0.07559399929419823 0.014334884675737968 0.1615145038180136 2.932818614229944 2.1086680027236926 0.1 
19.6 0.03396610479605694 0.014293414238848879 0.12504530078946235 2.9901426791133625 2.129481394141671 0.1 
20.0 0.01526359324121556 0.013110462410106865 0.09232441542892568 3.033398730706649 2.138833608545679 0.1 
20.4 0.00719463525485906 0.011361963617088449 0.06673033516177451 3.064965722830044 2.1430580216089035 0.1 
20.8 0.101654051397333 0.009528612551628459 0.05639293614625792 3.088330120630939 2.154251669328821 0.1 
21.2 0.314217705257284 0.009077752309369972 0.11290273648946203 3.1201988684896222 2.2421793572884496 0.1 
21.6 0.269193722616434 0.011164998385838829 0.18232770693680334 3.180873581432081 2.374366286754722 0.1 
22.0 0.12119860442889206 0.013603609506973638 0.17983155415614627 3.2551748434164027 2.448610007079521 0.1 
22.4 0.05445842565150647 0.014494397717708059 0.14664087491881966 3.3208451029811505 2.4819803756176784 0.1 
22.8 0.02446996000215652 0.013910795358214618 0.11084470798865573 3.372219104677132 2.496974608024003 0.1 
23.2 0.011006039535979817 0.012433511268657032 0.08094380071833819 3.4103355795175436 2.5037128915045406 0.1 
23.6 0.009934382394489584 0.010586317394020198 0.058499751531120706 3.4379565327549506 2.5070426016800926 0.1 
24.0 0.2063020802627995 0.009043821103910776 0.07205025047598476 3.4614130094653732 2.5425070810452706 0.1 
24.4 0.35510632728968766 0.009672647975241323 0.14650729101851973 3.504208863747202 2.6603888027409637 0.1 
24.8 0.19426433801868837 0.012297483383056987 0.18831225600924123 3.5741994038707743 2.7748091432630755 0.1 
25.2 0.08729451046812989 0.014175690200707901 0.16765896552843054 3.646465440555007 2.828300096284148 0.1 
25.6 0.03922404636852634 0.014402251417945175 0.13153192442610664 3.706401209731695 2.852335385575749 0.1 
26.0 0.017625312216148468 0.013379425672597535 0.09770536601434568 3.752050403428134 2.863135195115078 0.1 
26.4 0.008030114396744174 0.011696405987683737 0.07079399841756558 3.78550523120528 2.867995635610529 0.1 
26.8 0.05661907395137778 0.009827573651571248 0.05442248149076762 3.8098473408025346 2.8740973959448715 0.1 
27.2 0.2867151492676156 0.008964681638567019 0.09900732945896734 3.838071388282977 2.946043399380509 0.1 
27.6 0.3082531758548478 0.0106635615155926 0.174947112086742 3.8934979128921676 3.0791085864945007 0.1 
28.0 0.13992560789090913 0.013261770432080985 0.18387879252085296 3.9675812907022143 3.1647218536551454 0.1 
28.4 0.06287300285446469 0.014457307445562758 0.15324180381909872 4.035549340546323 3.203248451810982 0.1 
28.8 0.02825101101999843 0.014098881823740458 0.11694636086397557 4.089514232511986 3.2205594751996993 0.1 
29.2 0.012698584037139622 0.012738991603513192 0.0857748742479987 4.129824449123988 3.2283383149754967 0.1 
29.6 0.007213142674778457 0.010926821967412006 0.06188981058720437 4.159110558495522 3.231927191050134 0.1 
30.0 0.1628671349727283 0.00921392793939587 0.06344449128231304 4.182036619508877 3.254695038730582 0.1 
30.4 0.34233431135964404 0.009356294709671897 0.1316975274798707 4.219691527730046 3.3607453499195854 0.1 
30.8 0.22422822665568717 0.011813305530342868 0.18729461189225358 4.286172127596174 3.485280045018764 0.1 
31.2 0.1007804518363259 0.013961436787733336 0.17338126197991888 4.359689683378406 3.5470323821460505 0.1 
31.6 0.04528372449369612 0.014471113297415869 0.13811658721676398 4.422192978526786 3.574780679040959 0.1 
32.0 0.020347810326528874 0.013627698404947116 0.10331341711751456 4.470307744706096 3.58724886022855 0.1 
32.4 0.009181446359592664 0.012024586410578528 0.07508679780619078 4.505742743356743 3.592854127573505 0.1 
32.8 0.025571477614793555 0.010152775968271306 0.05517841717322422 4.531399971265731 3.596731164407219 0.1 
33.2 0.25465541509929635 0.008942884069543239 0.08620241846421213 4.556902773478385 3.652048076012133 0.1 
33.6 0.3428123220396919 0.010192470573605835 0.16415876934146015 4.606774666078293 3.781125905993349 0.1 
34.0 0.16153963723049736 0.01286853123498897 0.18678302267941307 4.6797367970601815 3.8793883509745775 0.1 
34.4 0.07258580075463476 0.01436879525044987 0.15971416056446275 4.749783719721432 3.9238666755363356 0.1 
34.8 0.03261513818970143 0.014254860405193217 0.12323303808740217 4.806364229807619 3.9438521283002066 0.1 
35.2 0.0146569815512459 0.013030371200337799 0.09084439787757405 4.84895757653065 3.9528323456085546 0.1 
35.6 0.007051704582586237 0.011266067706163283 0.06562418931383272 4.880007493165038 3.956897750185024 0.1 
36.0 0.11538691580192385 0.00945120525388218 0.05752498057401797 4.903184485394232 3.9701606712221262 0.1 
36.4 0.3211896618912263 0.009126652151480787 0.1169925227767849 4.936237399373052 4.0623565743013135 0.1 
36.8 0.25860967832854465 0.011309350361753526 0.1838297984538672 4.998302641330395 4.193441790146013 0.1 
37.2 0.11634814416394246 0.013690683313502096 0.17850887504601484 5.072522890494081 4.264722448853593 0.1 
37.6 0.052278759895624166 0.014495785459144102 0.14475258430055457 5.137508918776544 4.29675728853624 0.1 
38.0 0.023490680450837884 0.013851817636977879 0.10914623073250274 5.188153405866675 4.311151454236154 0.1 
38.4 0.01056943423042741 0.01234434476629021 0.07961327350561924 5.225662759494566 4.317620377766474 0.1 
38.8 0.011740673790080718 0.010489604255198607 0.05763064796230586 5.25282986617348 4.320950118390982 0.1 
39.2 0.21773755933368652 0.009009513081938791 0.07491728164784678 5.276601426876718 4.3605282216065095 0.1 
39.6 0.35595427337580987 0.00977757164052601 0.15063491015187072 5.320932399111984 4.481344880904385 0.1 
40.0 0.18648622552404515 0.012429597792778864 0.18822188857548594 5.391734274519294 4.592385760887559 0.1 
#compartments
#parameters
#fluxes
time re5 re7 re1 re6 re3 re2
0.0 0.5 0.5 0.5 0.5 1.099511627776E-68 0.05 
0.4 0.2246641768557897 0.2246641768557897 0.3533142609653849 0.5648907436714814 1.1845497471135138E-62 0.056489074367148145 
0.8 0.10094773579143679 0.10094773579143679 0.25463875084142445 0.5086231037363558 5.794556401750138E-57 0.05086231037363558 
1.2 0.04535912992142132 0.04535912992142132 0.1859129398832666 0.4192410802913843 1.6889440357785993E-51 0.04192410802913843 
1.6 0.020381340882985845 0.020381340882985845 0.13686608503928827 0.3310353833959205 3.533183637570376E-46 0.03310353833959205 
2.0 0.00915797053347758 0.00915797053347758 0.1012882393826926 0.2554213368712697 5.992928725524826E-41 0.025542133687126975 
2.4 0.004114975991696342 0.004114975991696342 0.07520620414870678 0.19451646126655428 8.909497889830257E-36 0.01945164612665543 
2.8 0.0018489901987264715 0.0018489901987264715 0.05595613293875044 0.14700526123666113 1.2192486083527865E-30 0.014700526123666114 
