#species
time s6 s7 s8 s9 s10 s5
3.2 8.308091851816035E-4 8.308091851816035E-4 0.04168777104951686 0.11059311924027745 1.5836273722518413E-25 0.011059311924027745 
3.6 3.7330851274025394E-4 3.7330851274025394E-4 0.03108345847355784 0.0829708156179682 1.989878829881313E-20 0.00829708156179682 
4.0 1.6773919928483102E-4 1.6773919928483102E-4 0.023188902813964535 0.06214271578365079 2.4478904786782394E-15 0.006214271578365079 
4.4 7.537048530796544E-5 7.537048530796544E-5 0.017305335974583624 0.046494641251969025 2.9702881789429137E-10 0.004649464125196903 
4.8 3.5011064618327576E-5 3.5011064618327576E-5 0.012917471441970727 0.03476434722883914 3.571774929381012E-5 0.0034764347228839147 
5.2 0.051229333203198626 0.051229333203198626 0.009654287548143067 0.028517797830938614 0.80334270867354 0.0028517797830938615 
5.6 0.29431384226126006 0.29431384226126006 0.008194545265603375 0.08419626165939072 0.9996525891020928 0.008419626165939073 
6.0 0.39421647841605617 0.39421647841605617 0.009837540991614891 0.1738559416883621 0.658175124239831 0.01738559416883621 
6.4 0.19378073976942356 0.19378073976942356 0.013198883610845442 0.20803260770383605 1.5083616440044788E-5 0.020803260770383608 
6.8 0.08707155846101615 0.08707155846101615 0.015302104037241433 0.1805930593376681 4.073371008603203E-8 0.018059305933766808 
7.2 0.03912367431862284 0.03912367431862284 0.015503102632880982 0.14017798978917861 2.416880089651492E-8 0.014017798978917861 
7.6 0.017579569790860738 0.017579569790860738 0.01435057317159818 0.1035871493520474 5.311655157194825E-7 0.01035871493520474 
8.0 0.007906573817698175 0.007906573817698175 0.012507284191038541 0.07485224666893273 1.2984429869804804E-4 0.007485224666893273 
8.4 0.010756589785646024 0.010756589785646024 0.010461571492149283 0.053987801090183994 0.14125033587311617 0.0053987801090184 
8.8 0.22484965437985355 0.22484965437985355 0.008917929848146062 0.07431397678284396 0.989857737418094 0.007431397678284397 
9.2 0.3622301552846262 0.3622301552846262 0.009736250509201285 0.152083889994155 0.7444371948733213 0.015208388999415502 
9.6 0.19087381663793299 0.19087381663793299 0.012481123287364547 0.1911578335373169 1.4118603897684103E-4 0.019115783353731694 
10.0 0.08577024796998858 0.08577024796998858 0.01435894577920576 0.1688184069821868 5.189165856503029E-7 0.016881840698218683 
10.4 0.03853888076544949 0.03853888076544949 0.014549524414045324 0.13200221259544734 3.0623016118076055E-7 0.013200221259544734 
10.8 0.017317338386058204 0.017317338386058204 0.013488143493134399 0.09790058513383171 6.337385800440613E-6 0.009790058513383172 
11.2 0.007865522375224594 0.007865522375224594 0.011773556767986137 0.07088086118215506 0.0014556604005762617 0.007088086118215506 
11.6 0.0499761087836064 0.0499761087836064 0.009877185232597481 0.05388503597737388 0.62111904096087 0.0053885035977373884 
12.0 0.2820068439922855 0.2820068439922855 0.008940278364470011 0.09653145673088535 0.9888017317595764 0.009653145673088536 
12.4 0.3168217894036465 0.3168217894036465 0.010569248516931999 0.173525952778786 0.0984519845008982 0.0173525952778786 
12.8 0.14433542631177748 0.14433542631177748 0.013205064831227905 0.18502699702058287 1.4803760857693266E-5 0.018502699702058287 
13.2 0.06485444229928773 0.06485444229928773 0.014469775729725218 0.15492930062514804 3.8152924798602224E-7 0.015492930062514804 
13.6 0.029141132955066693 0.029141132955066693 0.014160989936317264 0.11847542809025827 9.041803017790707E-7 0.011847542809025828 
14.0 0.013097421166262805 0.013097421166262805 0.012825389816860513 0.08697714374575902 4.755064240919084E-5 0.008697714374575902 
14.4 0.006976461184115495 0.006976461184115495 0.011018602025634393 0.06275621860788527 0.020233120196361153 0.006275621860788528 
14.8 0.15063227069930246 0.15063227069930246 0.00926921511451242 0.06152542797453275 0.954150427133581 0.006152542797453275 
15.2 0.3373990084381832 0.3373990084381832 0.00928422496278364 0.12774271375322127 0.9512343806245732 0.012774271375322128 
15.6 0.23316694338003635 0.23316694338003635 0.01167994606607334 0.18670328916858606 0.0020021476986472543 0.018670328916858606 
16.0 0.10481179364543965 0.10481179364543965 0.01389748800343692 0.17490792665598145 1.9166678354591047E-6 0.017490792665598148 
16.4 0.04709483354641634 0.04709483354641634 0.014486897365597242 0.13996576429009025 3.639020561376411E-7 0.013996576429009026 
16.8 0.02116143943103095 0.02116143943103095 0.013695521799218967 0.10491125072329963 3.4423511033416067E-6 0.010491125072329964 
17.2 0.009537329877055328 0.009537329877055328 0.012116301074349866 0.07631802856414835 4.6237770764050705E-4 0.007631802856414835 
17.6 0.020168632268920433 0.020168632268920433 0.010246825455258922 0.05573007596232778 0.2738225539941821 0.005573007596232778 
18.0 0.24478629831069135 0.24478629831069135 0.008952511223815018 0.08284579102616425 0.9881796355749725 0.008284579102616426 
18.4 0.3492955568688168 0.3492955568688168 0.010068667836734381 0.16056860922131955 0.43199098069896685 0.016056860922131957 
18.8 0.1682338797550281 0.1682338797550281 0.012749418436710519 0.18736706871098002 6.030576230978604E-5 0.018736706871098 
19.2 0.07559399929419823 0.07559399929419823 0.014334884675737968 0.1615145038180136 5.54921591616382E-7 0.016151450381801363 
19.6 0.03396610479605694 0.03396610479605694 0.014293414238848879 0.12504530078946235 6.231039730404507E-7 0.012504530078946237 
20.0 0.01526359324121556 0.01526359324121556 0.013110462410106865 0.09232441542892568 1.973654103741895E-5 0.009232441542892569 
20.4 0.00719463525485906 0.00719463525485906 0.011361963617088449 0.06673033516177451 0.006015116034670935 0.0066730335161774516 
20.8 0.101654051397333 0.101654051397333 0.009528612551628459 0.05639293614625792 0.8734086026859663 0.005639293614625792 
21.2 0.314217705257284 0.314217705257284 0.009077752309369972 0.11290273648946203 0.9795745958068902 0.011290273648946204 
21.6 0.269193722616434 0.269193722616434 0.011164998385838829 0.18232770693680334 0.012033600511132482 0.018232770693680334 
22.0 0.12119860442889206 0.12119860442889206 0.013603609506973638 0.17983155415614627 4.506421020518115E-6 0.017983155415614627 
22.4 0.05445842565150647 0.05445842565150647 0.014494397717708059 0.14664087491881966 3.564452962436013E-7 0.014664087491881967 
22.8 0.02446996000215652 0.02446996000215652 0.013910795358214618 0.11084470798865573 1.8446786812758364E-6 0.011084470798865573 
23.2 0.011006039535979817 0.011006039535979817 0.012433511268657032 0.08094380071833819 1.6450415015480747E-4 0.00809438007183382 
23.6 0.009934382394489584 0.009934382394489584 0.010586317394020198 0.058499751531120706 0.09286954564678282 0.005849975153112071 
24.0 0.2063020802627995 0.2063020802627995 0.009043821103910776 0.07205025047598476 0.9823659599051872 0.007205025047598477 
24.4 0.35510632728968766 0.35510632728968766 0.009672647975241323 0.14650729101851973 0.7910588082731392 0.014650729101851973 
24.8 0.19426433801868837 0.19426433801868837 0.012297483383056987 0.18831225600924123 2.5541081719920774E-4 0.018831225600924123 
25.2 0.08729451046812989 0.08729451046812989 0.014175690200707901 0.16765896552843054 8.674233025175026E-7 0.016765896552843055 
25.6 0.03922404636852634 0.03922404636852634 0.014402251417945175 0.13153192442610664 4.600280121058063E-7 0.013153192442610664 
26.0 0.017625312216148468 0.017625312216148468 0.013379425672597535 0.09770536601434568 8.759863647509603E-6 0.009770536601434569 
26.4 0.008030114396744174 0.008030114396744174 0.011696405987683737 0.07079399841756558 0.0018926916147752038 0.007079399841756558 
26.8 0.05661907395137778 0.05661907395137778 0.009827573651571248 0.05442248149076762 0.6672383389887293 0.0054422481490767624 
27.2 0.2867151492676156 0.2867151492676156 0.008964681638567019 0.09900732945896734 0.9875277685395244 0.009900732945896735 
27.6 0.3082531758548478 0.3082531758548478 0.0106635615155926 0.174947112086742 0.07110124956531726 0.0174947112086742 
28.0 0.13992560789090913 0.13992560789090913 0.013261770432080985 0.18387879252085296 1.2471949740555497E-5 0.018387879252085296 
28.4 0.06287300285446469 0.06287300285446469 0.014457307445562758 0.15324180381909872 3.9491457254923617E-7 0.015324180381909872 
28.8 0.02825101101999843 0.02825101101999843 0.014098881823740458 0.11694636086397557 1.0779850039475667E-6 0.011694636086397557 
29.2 0.012698584037139622 0.012698584037139622 0.012738991603513192 0.0857748742479987 6.231188409050185E-5 0.00857748742479987 
29.6 0.007213142674778457 0.007213142674778457 0.010926821967412006 0.06188981058720437 0.028047261504051558 0.006188981058720438 
30.0 0.1628671349727283 0.1628671349727283 0.00921392793939587 0.06344449128231304 0.9635524924545822 0.006344449128231304 
30.4 0.34233431135964404 0.34233431135964404 0.009356294709671897 0.1316975274798707 0.9347119756477522 0.013169752747987071 
30.8 0.22422822665568717 0.22422822665568717 0.011813305530342868 0.18729461189225358 0.00127230033155615 0.018729461189225357 
31.2 0.1007804518363259 0.1007804518363259 0.013961436787733336 0.17338126197991888 1.5951250441943189E-6 0.01733812619799189 
31.6 0.04528372449369612 0.04528372449369612 0.014471113297415869 0.13811658721676398 3.801211952125124E-7 0.013811658721676398 
32.0 0.020347810326528874 0.020347810326528874 0.013627698404947116 0.10331341711751456 4.19853358874979E-6 0.010331341711751457 
32.4 0.009181446359592664 0.009181446359592664 0.012024586410578528 0.07508679780619078 6.265012248370547E-4 0.007508679780619078 
32.8 0.025571477614793555 0.025571477614793555 0.010152775968271306 0.05517841717322422 0.3528619401135456 0.005517841717322423 
33.2 0.25465541509929635 0.25465541509929635 0.008942884069543239 0.08620241846421213 0.9886719219102981 0.008620241846421213 
33.6 0.3428123220396919 0.3428123220396919 0.010192470573605835 0.16415876934146015 0.31808919673008745 0.016415876934146017 
34.0 0.16153963723049736 0.16153963723049736 0.01286853123498897 0.18678302267941307 4.1574085364095016E-5 0.01867830226794131 
34.4 0.07258580075463476 0.07258580075463476 0.01436879525044987 0.15971416056446275 5.048769326184092E-7 0.015971416056446277 
34.8 0.03261513818970143 0.03261513818970143 0.014254860405193217 0.12323303808740217 6.941941507295241E-7 0.012323303808740218 
35.2 0.0146569815512459 0.0146569815512459 0.013030371200337799 0.09084439787757405 2.521840044750996E-5 0.009084439787757406 
35.6 0.007051704582586237 0.007051704582586237 0.011266067706163283 0.06562418931383272 0.008422334001407988 0.006562418931383273 
36.0 0.11538691580192385 0.11538691580192385 0.00945120525388218 0.05752498057401797 0.9053137505742033 0.005752498057401797 
36.4 0.3211896618912263 0.3211896618912263 0.009126652151480787 0.1169925227767849 0.9748014188696218 0.011699252277678492 
36.8 0.25860967832854465 0.25860967832854465 0.011309350361753526 0.1838297984538672 0.007233372384979249 0.018382979845386723 
37.2 0.11634814416394246 0.11634814416394246 0.013690683313502096 0.17850887504601484 3.4913508729588123E-6 0.017850887504601485 
37.6 0.052278759895624166 0.052278759895624166 0.014495785459144102 0.14475258430055457 3.550828825281751E-7 0.014475258430055458 
38.0 0.023490680450837884 0.023490680450837884 0.013851817636977879 0.10914623073250274 2.186394056764427E-6 0.010914623073250274 
38.4 0.01056943423042741 0.01056943423042741 0.01234434476629021 0.07961327350561924 2.193729170379648E-4 0.007961327350561924 
38.8 0.011740673790080718 0.011740673790080718 0.010489604255198607 0.05763064796230586 0.12875811157448425 0.005763064796230587 
39.2 0.21773755933368652 0.21773755933368652 0.009009513081938791 0.07491728164784678 0.9848152524882331 0.0074917281647846785 
39.6 0.35595427337580987 0.35595427337580987 0.00977757164052601 0.15063491015187072 0.7108996727722915 0.015063491015187072 
40.0 0.18648622552404515 0.18648622552404515 0.012429597792778864 0.18822188857548594 1.6658834791283977E-4 0.018822188857548595 
